gid,objectname,the_geom_text,geom_type,properties
889,WF CUCAKROWO,"POLYGON((117.494729759934 0.674208716405642,117.494902710909 0.674174314317897,117.495075661883 0.674208716405642,117.495222282639 0.67430668526287,117.495320251497 0.674453306019161,117.495354653584 0.674626256993488,117.495320251497 0.674799207967816,117.495222282639 0.674945828724106,117.495075661883 0.675043797581335,117.494902710909 0.675078199669079,117.494729759934 0.675043797581335,117.494583139178 0.674945828724106,117.494485170321 0.674799207967816,117.494450768233 0.674626256993488,117.494485170321 0.674453306019161,117.494583139178 0.67430668526287,117.494729759934 0.674208716405642))",disposal,0.77
286,WEIGHT BRIDGE,"POLYGON((117.499269347159 0.559478798385946,117.49952877362 0.55942719525433,117.499788200082 0.559478798385946,117.500008131216 0.55962575167179,117.500155084502 0.559845682806226,117.500206687634 0.560105109267717,117.500155084502 0.560364535729208,117.500008131216 0.560584466863644,117.499788200082 0.560731420149487,117.49952877362 0.560783023281103,117.499269235592 0.560788104078719,117.498953123032 0.560594461572088,117.498735315515 0.560189961898355,117.498968680711 0.559707673825826,117.499269347159 0.559478798385946))",disposal,1.83
1421,STB. POOLING HCR,"POLYGON((117.456525581479 0.626049688981411,117.456698532453 0.626015286893667,117.456871483427 0.626049688981411,117.457018104184 0.62614765783864,117.457116073041 0.62629427859493,117.457150475129 0.626467229569258,117.457116073041 0.626640180543585,117.457018104184 0.626786801299876,117.456871483427 0.626884770157105,117.456698532453 0.626919172244849,117.456525581479 0.626884770157105,117.456378960722 0.626786801299876,117.456280991865 0.626640180543585,117.456246589777 0.626467229569258,117.456280991865 0.62629427859493,117.456378960722 0.62614765783864,117.456525581479 0.626049688981411))",disposal,0.77
1418,STB. LAS VEGAS,"POLYGON((117.457326713241 0.625628755343745,117.457499664215 0.625594353256001,117.457672615189 0.625628755343745,117.457819235946 0.625726724200974,117.457917204803 0.625873344957264,117.457951606891 0.626046295931592,117.457917204803 0.626219246905919,117.457819235946 0.62636586766221,117.457672615189 0.626463836519438,117.457499664215 0.626498238607183,117.457326713241 0.626463836519438,117.457180092484 0.62636586766221,117.457082123627 0.626219246905919,117.457047721539 0.626046295931592,117.457082123627 0.625873344957264,117.457180092484 0.625726724200974,117.457326713241 0.625628755343745))",disposal,0.77
1740,GPS OFF,"POLYGON((-0.504332924946039 0.559994413726933,-0.579934945430674 -0.551985304234574,0.406041405056442 -0.518909420272546,0.396909267465468 0.566899164898906,-0.504332924946039 0.559994413726933))",disposal,1275552.74
248,STB. NO OPERATOR,"POLYGON((117.456693502617 0.624951637976407,117.456866453591 0.624917235888663,117.457039404565 0.624951637976407,117.457186025322 0.625049606833636,117.457283994179 0.625196227589927,117.457318396267 0.625369178564254,117.457283994179 0.625542129538582,117.457186025322 0.625688750294872,117.457039404565 0.625786719152101,117.456866453591 0.625821121239845,117.456693502617 0.625786719152101,117.45654688186 0.625688750294872,117.456448913003 0.625542129538582,117.456414510915 0.625369178564254,117.456448913003 0.625196227589927,117.45654688186 0.625049606833636,117.456693502617 0.624951637976407))",disposal,0.77
242,BD. LAPANGAN,"POLYGON((117.45596877518 0.621926398540442,117.456141726154 0.621891996452698,117.456314677129 0.621926398540442,117.456461297885 0.622024367397671,117.456559266742 0.622170988153961,117.45659366883 0.622343939128289,117.456559266742 0.622516890102616,117.456461297885 0.622663510858907,117.456314677129 0.622761479716135,117.456141726154 0.62279588180388,117.45596877518 0.622761479716135,117.455822154424 0.622663510858907,117.455724185567 0.622516890102616,117.455689783479 0.622343939128289,117.455724185567 0.622170988153961,117.455822154424 0.622024367397671,117.45596877518 0.621926398540442))",disposal,0.77
34112,ZONE_CDS_HYDROS3_RL30_FD,"POLYGON((117.445205255421 0.717466835543204,117.445123521263 0.717417229664886,117.44506903417 0.717346414890443,117.445013486688 0.717276586343769,117.444957660605 0.7172067578226,117.44490176264 0.717137074059093,117.444845801781 0.717067535052367,117.444785338677 0.717001380071546,117.444720247535 0.716938907680545,117.444625599788 0.716899336197513,117.444545411329 0.716848599269184,117.444482638664 0.71678386488843,117.444445212352 0.716745273933748,117.444442813043 0.716654803912697,117.444441477969 0.716603208856401,117.44443977988 0.716515000523113,117.444438090806 0.716427072646663,117.444436320808 0.716338719567836,117.444434631723 0.716250655985852,117.444432933652 0.71616259240467,117.444431244556 0.716074384070128,117.444429546486 0.715986311441771,117.444427857392 0.715898103107078,117.444427848928 0.715810184113182,117.444430293921 0.715721830622713,117.444433170314 0.715633621842604,117.444434563823 0.715545413207135,117.444440307111 0.715457059395127,117.444460169233 0.715368568501289,117.444506085108 0.715279505105127,117.44453086328 0.715191719400935,117.444528677181 0.715168676840118,117.444521508096 0.715103086604076,117.444549521541 0.715014169706987,117.444543123206 0.714926242289923,117.444541425136 0.714838033956862,117.444525830905 0.714729055007042,117.444596174056 0.714641545323285,117.44466055228 0.714580607334738,117.444726970861 0.714522500866434,117.444789308777 0.71445931036769,117.444856985681 0.714402479407514,117.444917642775 0.714337018269625,117.444985112998 0.714280467787558,117.445049212568 0.714219113663848,117.445050551561 0.714218127407622,117.445072523569 0.714201297799689,117.445119280378 0.714165675105234,117.445186606787 0.714108979884903,117.445255973471 0.714054265764092,117.445320558464 0.713994187223901,117.445385359093 0.713933538700272,117.445454582004 0.713879105051323,117.44553441109 0.713838385656854,117.445609251644 0.713790881480273,117.445679319438 0.713737442921153,117.445740327079 0.713672696465713,117.445833989066 0.713649219348144,117.44594632875 0.713650339264334,117.446020683959 0.713602554675199,117.446085969972 0.713542892229006,117.446161376798 0.713496374120223,117.446130835019 0.713554477086921,117.446112026842 0.713574834725986,117.446097135776 0.713581766199655,117.44605817742 0.713592228361701,117.446035422979 0.713603258904505,117.446025807951 0.713616124710661,117.446020192442 0.713631387587752,117.446018721828 0.713665458822603,117.446012191413 0.713699241046597,117.446019707951 0.713733166651817,117.446029748454 0.713752245844663,117.446052154889 0.713767089823095,117.446108389113 0.713782916623975,117.446142094213 0.71381641446101,117.446164563559 0.713831258432319,117.446198266399 0.713841288289751,117.44620950131 0.713851184636092,117.44621772627 0.713868852669535,117.446221305343 0.713891469878575,117.446196457415 0.714001167465471,117.446191336475 0.714019262012721,117.446172874062 0.71408372385885,117.44616740742 0.714151577069282,117.446144104796 0.714256190079225,117.445158260213 0.715031779172029,117.445197848894 0.71708346860174,117.445205255421 0.717466835543204))",disposal,3.35
34299,DISP. SRIGUNTING RL40,"POLYGON((117.436071092009 0.679432555313109,117.438090715308 0.679586685173098,117.437104392936 0.681625476891437,117.435120607483 0.682383324660945,117.434793151717 0.680052485747573,117.436071092009 0.679432555313109))",disposal,7.74
34114,ZONE_CDS_HYDROS3_RL50_FD,"POLYGON((117.446369558772 0.717899711879193,117.445879717749 0.71748628386091,117.445878588673 0.717427614022721,117.445839704278 0.715414094119453,117.446847385859 0.714621394843289,117.446933036765 0.71456158563653,117.447006268417 0.714512245050874,117.447079491147 0.714463610133641,117.447153001411 0.714414414272652,117.447224750051 0.714363798201558,117.447296858161 0.714313037342747,117.447372615566 0.71426751435196,117.44746311371 0.71424050917012,117.447560074458 0.714222125165454,117.447634420665 0.714174476261113,117.44763624547 0.714178719135398,117.447643064948 0.714253211643385,117.447632890915 0.714340290224641,117.447635214309 0.714388917738379,117.447621257009 0.71447938932401,117.447616626472 0.714550065111658,117.447622251934 0.714637712106067,117.44762036284 0.714712069762648,117.447623601933 0.714843251259286,117.447624666566 0.714886079755448,117.447629514372 0.714924529121847,117.446565451794 0.715761627794538,117.446592124649 0.717142987965068,117.447791525138 0.718155150281949,117.447788015514 0.718199960524758,117.447782679225 0.718221447726711,117.447766819823 0.718251838235499,117.447753054129 0.718279125409543,117.44774653251 0.718310645875231,117.44773775445 0.718335390344476,117.447730241558 0.718339344633783,117.447726522066 0.718351648949734,117.447721120898 0.718352916065418,117.447724141111 0.718358289698274,117.447720277122 0.718363374505397,117.44771985533 0.718369598897734,117.447704057463 0.718385857953309,117.447677097223 0.718399005934364,117.447674293665 0.718403529721589,117.447669585418 0.718414133295092,117.447671000944 0.718460779598241,117.447666860746 0.718490463284062,117.447643271508 0.718511952286707,117.447633585688 0.7185361268835,117.447633169853 0.718603554375912,117.447638649991 0.718674943882106,117.447643846381 0.7186934626225,117.447653185554 0.718708868778751,117.4476816236 0.718735862285062,117.447692859233 0.718752969094002,117.447720249869 0.718821949929436,117.447745111696 0.718855873805957,117.447751988275 0.718870149326958,117.447758874873 0.718895027955957,117.447690270419 0.71884004693082,117.447621459303 0.718785491133997,117.447551875373 0.718731776784327,117.447481869089 0.718678496731244,117.447413192771 0.718623796162498,117.447344660207 0.718568670367471,117.447276271439 0.718513544556188,117.447207738892 0.718458563509347,117.447139134463 0.718403727219859,117.447070458123 0.718348737135993,117.447001503239 0.718294326086893,117.446931712644 0.718240901243409,117.446861706386 0.718187756876738,117.446793245731 0.718132631057942,117.446726115027 0.718075949018344,117.446658984327 0.71801927602372,117.446591790716 0.717962593986211,117.446524660017 0.717905911940466,117.446418781138 0.717895744446056,117.446369558772 0.717899711879193))",disposal,4.57
34247,DISP. HYDROS 3 RL90 BARAT,"POLYGON((117.448947110977 0.714031492371835,117.449718982562 0.713806887059426,117.449989923281 0.715440343027198,117.450087892138 0.715586963783488,117.450122294226 0.715759914757816,117.450087892138 0.715932865732143,117.449989923281 0.716079486488434,117.449843302525 0.716177455345663,117.44967035155 0.716211857433407,117.449497400576 0.716177455345663,117.44935077982 0.716079486488434,117.449252810962 0.715932865732143,117.449218408875 0.715759914757816,117.448947110977 0.714031492371835))",disposal,2.26
1844,STB. PARKIR KGR,"POLYGON((117.45817969392 0.62526098445082,117.458352644894 0.625226582363076,117.458525595868 0.62526098445082,117.458672216625 0.625358953308049,117.458770185482 0.62550557406434,117.45880458757 0.625678525038667,117.458770185482 0.625851476012995,117.458672216625 0.625998096769285,117.458525595868 0.626096065626514,117.458352644894 0.626130467714258,117.45817969392 0.626096065626514,117.458033073163 0.625998096769285,117.457935104306 0.625851476012995,117.457900702218 0.625678525038667,117.457935104306 0.62550557406434,117.458033073163 0.625358953308049,117.45817969392 0.62526098445082))",disposal,0.77
2503,DISP. HYDROS 3 RL100_S,"POLYGON((117.449891993412 0.707713829701472,117.449687195707 0.707274392775087,117.450512962416 0.707292675432869,117.450606318172 0.707589182427907,117.449891993412 0.707713829701472))",disposal,0.36
2012,WF ROMA,"POLYGON((117.449641959189 0.698315279038114,117.449668073806 0.698294350766863,117.449701913085 0.69822847615774,117.449724439526 0.69818323889016,117.449790251945 0.698148859202999,117.450157716563 0.698228270403594,117.450131211265 0.699173126450843,117.449524711907 0.69915412096764,117.449519681365 0.698705163087941,117.449530403083 0.698422153177519,117.44952218162 0.698346104719271,117.449574555699 0.698315285527531,117.449641959189 0.698315279038114))",disposal,0.72
2227,MHR,"POLYGON((117.490984338363 0.715833392338166,117.49042413778 0.716281204009446,117.490013167759 0.715812553985537,117.490816303737 0.715473318140272,117.490984338363 0.715833392338166))",disposal,0.49
34149,MHR COKRO,"POLYGON((117.453635974041 0.649523706904074,117.453808925016 0.64948930481633,117.45398187599 0.649523706904074,117.454128496746 0.649621675761303,117.454226465603 0.649768296517594,117.454260867691 0.649941247491921,117.454226465603 0.650114198466249,117.454128496746 0.650260819222539,117.45398187599 0.650358788079768,117.453808925016 0.650393190167512,117.453635974041 0.650358788079768,117.453489353285 0.650260819222539,117.453391384428 0.650114198466249,117.45335698234 0.649941247491921,117.453391384428 0.649768296517594,117.453489353285 0.649621675761303,117.453635974041 0.649523706904074))",disposal,0.77
2047,KIDE,"POLYGON((115.906387179928 -1.85065493327803,115.906560130902 -1.85068933536578,115.906733081877 -1.85065493327803,115.906879702633 -1.8505569644208,115.90697767149 -1.85041034366451,115.907012073578 -1.85023739269019,115.90697767149 -1.85006444171586,115.906879702633 -1.84991782095957,115.906733081877 -1.84981985210234,115.906560130902 -1.8497854500146,115.906387179928 -1.84981985210234,115.906240559172 -1.84991782095957,115.906142590315 -1.85006444171586,115.906108188227 -1.85023739269019,115.906142590315 -1.85041034366451,115.906240559172 -1.8505569644208,115.906387179928 -1.85065493327803))",disposal,0.77
2446,DISP. HIMALAYA,"POLYGON((117.437717946823 0.65399920428183,117.43883401699 0.653847639197329,117.438522925282 0.655874624251273,117.437453493598 0.655567447065465,117.437717946823 0.65399920428183))",disposal,2.45
