mobileid,reporttime,mobiletypeid,mobileactivityid,mobilestatusid,pos_lon,pos_lat,pos_alt,pos_speed,pos_dir,plm_payload,plm_inc,plm_status,is_reversed,vessel_angle,plm_state,reporttime_display
DT3151,2025-06-07 05:00:02,2,5,PRD,117.47046,0.70624,-3.8,12.79176,13.81,100.0,0.0,4,0,0,plm on,6/6/2025 21:00:02
DT3151,2025-06-07 05:00:05,2,5,PRD,117.47047,0.70635,-3.6,14.1715,11.48,100.0,0.0,4,0,0,plm on,6/6/2025 21:00:05
DT3151,2025-06-07 05:00:08,2,5,PRD,117.4705,0.70647,-2.7,15.76422,8.84,106.0,0.0,4,0,0,plm on,6/6/2025 21:00:08
DT3151,2025-06-07 05:00:11,2,5,PRD,117.47051,0.70658,-2.3,14.87341,6.6,106.0,0.0,4,0,0,plm on,6/6/2025 21:00:11
DT3151,2025-06-07 05:00:14,2,5,PRD,117.47052,0.70669,-1.1,14.39374,7.11,104.0,0.0,4,0,0,plm on,6/6/2025 21:00:14
DT3151,2025-06-07 05:00:17,2,5,PRD,117.47054,0.7068,-0.5,15.5568,10.92,104.0,0.0,4,0,0,plm on,6/6/2025 21:00:17
DT3151,2025-06-07 05:00:20,2,5,PRD,117.47056,0.70693,-0.7,16.16981,10.98,105.0,0.0,4,0,0,plm on,6/6/2025 21:00:20
DT3151,2025-06-07 05:00:23,2,5,PRD,117.47059,0.70704,0.7,14.94379,22.41,104.0,0.0,4,0,0,plm on,6/6/2025 21:00:23
DT3151,2025-06-07 05:00:26,2,5,PRD,117.47063,0.70715,2.3,13.52145,21.0,102.0,0.0,4,0,0,plm on,6/6/2025 21:00:26
DT3151,2025-06-07 05:00:29,2,5,PRD,117.47067,0.70724,2.9,12.27135,21.25,104.0,0.0,4,0,0,plm on,6/6/2025 21:00:29
DT3151,2025-06-07 05:00:32,2,5,PRD,117.4707,0.70732,3.7,11.24534,21.81,106.0,0.0,4,0,0,plm on,6/6/2025 21:00:32
DT3151,2025-06-07 05:00:35,2,5,PRD,117.47073,0.7074,4.3,12.06578,20.98,104.0,0.0,4,0,0,plm on,6/6/2025 21:00:35
DT3151,2025-06-07 05:00:38,2,5,PRD,117.47076,0.70749,5.0,12.98993,21.74,104.0,0.0,4,0,0,plm on,6/6/2025 21:00:38
DT3151,2025-06-07 05:00:41,2,5,PRD,117.4708,0.70759,5.9,13.66035,23.26,106.0,0.0,4,0,0,plm on,6/6/2025 21:00:41
DT3151,2025-06-07 05:00:44,2,5,PRD,117.47084,0.70768,6.8,13.26032,22.53,105.0,0.0,4,0,0,plm on,6/6/2025 21:00:44
DT3151,2025-06-07 05:00:47,2,5,PRD,117.47087,0.70778,7.6,14.0789,20.91,106.0,0.0,4,0,0,plm on,6/6/2025 21:00:47
DT3151,2025-06-07 05:00:50,2,5,PRD,117.47091,0.70788,9.1,14.61228,20.06,105.0,0.0,4,0,0,plm on,6/6/2025 21:00:50
DT3151,2025-06-07 05:00:53,2,5,PRD,117.47094,0.70799,9.8,14.84934,19.08,105.0,0.0,4,0,0,plm on,6/6/2025 21:00:53
DT3151,2025-06-07 05:00:56,2,5,PRD,117.47098,0.7081,8.7,14.89749,21.98,105.0,0.0,4,0,0,plm on,6/6/2025 21:00:56
DT3151,2025-06-07 05:00:59,2,5,PRD,117.47102,0.70821,10.7,14.64747,22.03,107.0,0.0,4,0,0,plm on,6/6/2025 21:00:59
DT3151,2025-06-07 05:01:02,2,5,PRD,117.47106,0.70831,11.9,13.60109,24.31,106.0,0.0,4,0,0,plm on,6/6/2025 21:01:02
DT3151,2025-06-07 05:01:05,2,5,PRD,117.47111,0.7084,12.6,12.6399,28.57,106.0,0.0,4,0,0,plm on,6/6/2025 21:01:05
DT3151,2025-06-07 05:01:08,2,5,PRD,117.47116,0.70849,14.0,13.04364,31.81,104.0,0.0,4,0,0,plm on,6/6/2025 21:01:08
DT3151,2025-06-07 05:01:11,2,5,PRD,117.47121,0.70858,14.3,13.76962,32.84,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:11
DT3151,2025-06-07 05:01:14,2,5,PRD,117.47127,0.70867,14.8,13.0603,26.4,104.0,0.0,4,0,0,plm on,6/6/2025 21:01:14
DT3151,2025-06-07 05:01:17,2,5,PRD,117.47131,0.70876,15.6,12.19912,18.43,100.0,0.0,4,0,0,plm on,6/6/2025 21:01:17
DT3151,2025-06-07 05:01:20,2,5,PRD,117.47135,0.70885,16.2,11.66575,21.97,100.0,0.0,4,0,0,plm on,6/6/2025 21:01:20
DT3151,2025-06-07 05:01:23,2,5,PRD,117.47139,0.70894,16.7,13.10475,29.92,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:23
DT3151,2025-06-07 05:01:26,2,5,PRD,117.47145,0.70903,17.0,13.53812,32.93,106.0,0.0,4,0,0,plm on,6/6/2025 21:01:26
DT3151,2025-06-07 05:01:29,2,5,PRD,117.47151,0.70913,18.5,14.52338,33.43,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:29
DT3151,2025-06-07 05:01:32,2,5,PRD,117.47156,0.70922,19.8,12.93437,29.7,107.0,0.0,4,0,0,plm on,6/6/2025 21:01:32
DT3151,2025-06-07 05:01:35,2,5,PRD,117.4716,0.70932,21.3,12.14542,22.3,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:35
DT3151,2025-06-07 05:01:38,2,5,PRD,117.47164,0.7094,22.4,11.17867,22.85,101.0,0.0,4,0,0,plm on,6/6/2025 21:01:38
DT3151,2025-06-07 05:01:41,2,5,PRD,117.47168,0.70949,22.7,12.10282,29.32,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:41
DT3151,2025-06-07 05:01:44,2,5,PRD,117.47173,0.70957,23.6,12.93437,28.86,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:44
DT3151,2025-06-07 05:01:47,2,5,PRD,117.47178,0.70967,25.1,13.01956,25.12,104.0,0.0,4,0,0,plm on,6/6/2025 21:01:47
DT3151,2025-06-07 05:01:50,2,5,PRD,117.47182,0.70976,25.1,11.98244,26.53,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:50
DT3151,2025-06-07 05:01:53,2,5,PRD,117.47187,0.70986,25.8,13.70295,26.27,105.0,0.0,4,0,0,plm on,6/6/2025 21:01:53
DT3151,2025-06-07 05:01:56,2,5,PRD,117.47192,0.70994,26.9,11.23053,31.37,104.0,0.0,4,0,0,plm on,6/6/2025 21:01:56
DT3151,2025-06-07 05:01:59,2,5,PRD,117.47196,0.71002,28.1,11.44721,30.25,103.0,0.0,4,0,0,plm on,6/6/2025 21:01:59
DT3151,2025-06-07 05:02:02,2,5,PRD,117.47201,0.7101,29.2,12.87881,30.41,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:02
DT3151,2025-06-07 05:02:05,2,5,PRD,117.47206,0.71019,30.1,13.02326,25.99,104.0,0.0,4,0,0,plm on,6/6/2025 21:02:05
DT3151,2025-06-07 05:02:08,2,5,PRD,117.47211,0.71029,30.6,13.81777,26.8,105.0,0.0,4,0,0,plm on,6/6/2025 21:02:08
DT3151,2025-06-07 05:02:11,2,5,PRD,117.47216,0.71039,30.4,13.85852,29.37,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:11
DT3151,2025-06-07 05:02:14,2,5,PRD,117.47222,0.71049,31.3,15.792,34.1,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:14
DT3151,2025-06-07 05:02:17,2,5,PRD,117.4723,0.71059,31.2,17.07914,39.69,105.0,0.0,4,0,0,plm on,6/6/2025 21:02:17
DT3151,2025-06-07 05:02:20,2,5,PRD,117.47239,0.71069,31.7,18.40332,37.75,103.0,0.0,4,0,0,plm on,6/6/2025 21:02:20
DT3151,2025-06-07 05:02:23,2,5,PRD,117.47248,0.71081,32.4,20.3257,39.88,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:23
DT3151,2025-06-07 05:02:26,2,5,PRD,117.47258,0.71094,32.1,20.95723,41.85,104.0,0.0,4,0,0,plm on,6/6/2025 21:02:26
DT3151,2025-06-07 05:02:29,2,5,PRD,117.47268,0.71105,32.0,19.38674,40.34,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:29
DT3151,2025-06-07 05:02:32,2,5,PRD,117.47278,0.71115,32.0,17.57363,46.42,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:32
DT3151,2025-06-07 05:02:35,2,5,PRD,117.47287,0.71125,31.2,14.68266,46.61,105.0,0.0,4,0,0,plm on,6/6/2025 21:02:35
DT3151,2025-06-07 05:02:38,2,5,PRD,117.47295,0.71132,31.5,13.50664,50.28,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:38
DT3151,2025-06-07 05:02:41,2,5,PRD,117.47304,0.71139,32.9,14.03075,48.58,105.0,0.0,4,0,0,plm on,6/6/2025 21:02:41
DT3151,2025-06-07 05:02:44,2,5,PRD,117.47313,0.71147,32.7,15.66236,53.83,103.0,0.0,4,0,0,plm on,6/6/2025 21:02:44
DT3151,2025-06-07 05:02:47,2,5,PRD,117.47323,0.71154,32.5,15.8809,56.16,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:47
DT3151,2025-06-07 05:02:50,2,5,PRD,117.47333,0.7116,33.7,16.10129,61.88,106.0,0.0,4,0,0,plm on,6/6/2025 21:02:50
DT3151,2025-06-07 05:02:53,2,5,PRD,117.47344,0.71166,34.4,15.40123,68.73,105.0,0.0,4,0,0,plm on,6/6/2025 21:02:53
DT3151,2025-06-07 05:02:56,2,5,PRD,117.47355,0.71169,34.3,14.63636,82.24,104.0,0.0,4,0,0,plm on,6/6/2025 21:02:56
DT3151,2025-06-07 05:02:59,2,5,PRD,117.47366,0.71168,33.8,13.60479,103.51,105.0,0.0,4,0,0,plm on,6/6/2025 21:02:59
DT3151,2025-06-07 05:03:02,2,5,PRD,117.47375,0.71163,34.1,13.84185,139.78,102.0,0.0,4,0,0,plm on,6/6/2025 21:03:02
DT3151,2025-06-07 05:03:05,2,5,PRD,117.4738,0.71154,36.2,14.14187,162.68,99.0,0.0,4,0,0,plm on,6/6/2025 21:03:05
DT3151,2025-06-07 05:03:08,2,5,PRD,117.47381,0.71144,37.7,13.18624,188.54,103.0,0.0,4,0,0,plm on,6/6/2025 21:03:08
DT3151,2025-06-07 05:03:11,2,5,PRD,117.47378,0.71134,39.1,13.3844,202.25,101.0,0.0,4,0,0,plm on,6/6/2025 21:03:11
DT3151,2025-06-07 05:03:14,2,5,PRD,117.47374,0.71125,40.5,13.42885,209.46,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:14
DT3151,2025-06-07 05:03:17,2,5,PRD,117.47369,0.71116,42.4,13.36588,215.89,104.0,0.0,4,0,0,plm on,6/6/2025 21:03:17
DT3151,2025-06-07 05:03:20,2,5,PRD,117.47363,0.71107,42.7,13.91963,215.11,106.0,0.0,4,0,0,plm on,6/6/2025 21:03:20
DT3151,2025-06-07 05:03:23,2,5,PRD,117.47357,0.71098,43.4,14.69377,213.55,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:23
DT3151,2025-06-07 05:03:26,2,5,PRD,117.4735,0.71089,44.1,15.9772,215.32,106.0,0.0,4,0,0,plm on,6/6/2025 21:03:26
DT3151,2025-06-07 05:03:29,2,5,PRD,117.47343,0.71079,45.5,16.49391,214.93,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:29
DT3151,2025-06-07 05:03:32,2,5,PRD,117.47337,0.71068,46.7,17.00321,211.27,106.0,0.0,4,0,0,plm on,6/6/2025 21:03:32
DT3151,2025-06-07 05:03:35,2,5,PRD,117.4733,0.71056,48.2,16.89024,208.69,107.0,0.0,4,0,0,plm on,6/6/2025 21:03:35
DT3151,2025-06-07 05:03:38,2,5,PRD,117.47325,0.71045,50.8,16.31427,205.32,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:38
DT3151,2025-06-07 05:03:41,2,5,PRD,117.47321,0.71033,52.4,16.26426,200.48,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:41
DT3151,2025-06-07 05:03:44,2,5,PRD,117.47316,0.71021,53.6,17.39769,200.66,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:44
DT3151,2025-06-07 05:03:47,2,5,PRD,117.47312,0.71008,55.1,17.39398,197.91,106.0,0.0,4,0,0,plm on,6/6/2025 21:03:47
DT3151,2025-06-07 05:03:50,2,5,PRD,117.47309,0.70996,56.6,15.86608,193.37,106.0,0.0,4,0,0,plm on,6/6/2025 21:03:50
DT3151,2025-06-07 05:03:53,2,5,PRD,117.47307,0.70984,57.8,14.97157,190.03,104.0,0.0,4,0,0,plm on,6/6/2025 21:03:53
DT3151,2025-06-07 05:03:56,2,5,PRD,117.47305,0.70973,57.8,16.0698,188.25,104.0,0.0,4,0,0,plm on,6/6/2025 21:03:56
DT3151,2025-06-07 05:03:59,2,5,PRD,117.47303,0.7096,58.1,17.39213,188.0,105.0,0.0,4,0,0,plm on,6/6/2025 21:03:59
DT3151,2025-06-07 05:04:02,2,5,PRD,117.47301,0.70946,59.1,17.71068,187.81,105.0,0.0,4,0,0,plm on,6/6/2025 21:04:02
DT3151,2025-06-07 05:04:05,2,5,PRD,117.473,0.70933,60.1,17.58474,186.84,105.0,0.0,4,0,0,plm on,6/6/2025 21:04:05
DT3151,2025-06-07 05:04:08,2,5,PRD,117.47298,0.70919,61.2,17.67734,185.06,106.0,0.0,4,0,0,plm on,6/6/2025 21:04:08
DT3151,2025-06-07 05:04:11,2,5,PRD,117.47298,0.70906,62.1,17.29398,175.04,105.0,0.0,4,0,0,plm on,6/6/2025 21:04:11
DT3151,2025-06-07 05:04:14,2,5,PRD,117.47301,0.70893,62.4,16.88098,161.4,104.0,0.0,4,0,0,plm on,6/6/2025 21:04:14
DT3151,2025-06-07 05:04:17,2,5,PRD,117.47306,0.70882,62.5,16.95136,146.44,104.0,0.0,4,0,0,plm on,6/6/2025 21:04:17
DT3151,2025-06-07 05:04:20,2,5,PRD,117.47314,0.70872,63.4,15.73644,138.48,103.0,0.0,4,0,0,plm on,6/6/2025 21:04:20
DT3151,2025-06-07 05:04:23,2,5,PRD,117.47322,0.70863,63.8,16.12722,131.86,103.0,0.0,4,0,0,plm on,6/6/2025 21:04:23
DT3151,2025-06-07 05:04:26,2,5,PRD,117.47332,0.70857,64.2,16.96247,119.71,105.0,0.0,4,0,0,plm on,6/6/2025 21:04:26
DT3151,2025-06-07 05:04:29,2,5,PRD,117.47345,0.70851,63.4,19.05338,108.84,104.0,0.0,4,0,0,plm on,6/6/2025 21:04:29
DT3151,2025-06-07 05:04:32,2,5,PRD,117.4736,0.70848,63.2,21.59617,97.41,105.0,0.0,4,0,0,plm on,6/6/2025 21:04:32
DT3151,2025-06-07 05:04:35,2,5,PRD,117.47377,0.70847,63.4,22.04436,88.16,106.0,0.0,4,0,0,plm on,6/6/2025 21:04:35
DT3151,2025-06-07 05:04:38,2,5,PRD,117.47394,0.70849,63.9,23.80931,81.96,104.0,0.0,4,0,0,plm on,6/6/2025 21:04:38
DT3151,2025-06-07 05:04:41,2,5,PRD,117.47413,0.70852,65.0,25.94467,84.08,106.0,0.0,4,0,0,plm on,6/6/2025 21:04:41
DT3151,2025-06-07 05:04:44,2,5,PRD,117.47434,0.70853,64.4,28.59858,86.9,104.0,0.0,4,0,0,plm on,6/6/2025 21:04:44
DT3151,2025-06-07 05:04:47,2,5,PRD,117.47457,0.70855,63.7,31.09323,84.76,104.0,0.0,4,0,0,plm on,6/6/2025 21:04:47
DT3151,2025-06-07 05:04:50,2,5,PRD,117.4748,0.70858,62.3,32.66372,78.69,106.0,0.0,4,0,0,plm on,6/6/2025 21:04:50
DT3151,2025-06-07 05:04:53,2,5,PRD,117.47503,0.70864,62.3,31.62105,76.25,106.0,0.0,4,0,0,plm on,6/6/2025 21:04:53
DT3151,2025-06-07 05:04:56,2,5,PRD,117.47526,0.7087,61.1,32.73966,72.83,105.0,0.0,4,0,0,plm on,6/6/2025 21:04:56
DT3151,2025-06-07 05:04:59,2,5,PRD,117.47549,0.70879,61.1,32.98412,64.13,106.0,0.0,4,0,0,plm on,6/6/2025 21:04:59
DT3151,2025-06-07 05:05:02,2,5,PRD,117.47569,0.7089,59.9,31.72476,59.21,104.0,0.0,4,0,0,plm on,6/6/2025 21:05:02
DT3151,2025-06-07 05:05:05,2,5,PRD,117.47589,0.70904,60.0,30.82469,58.52,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:05
DT3151,2025-06-07 05:05:08,2,5,PRD,117.47608,0.70915,58.5,29.00232,60.54,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:08
DT3151,2025-06-07 05:05:11,2,5,PRD,117.47626,0.70925,57.1,26.12802,59.44,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:11
DT3151,2025-06-07 05:05:14,2,5,PRD,117.47644,0.70935,56.4,27.10217,62.28,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:14
DT3151,2025-06-07 05:05:17,2,5,PRD,117.4766,0.70944,55.0,23.67967,62.31,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:17
DT3151,2025-06-07 05:05:20,2,5,PRD,117.47675,0.70952,54.1,21.63136,62.42,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:20
DT3151,2025-06-07 05:05:23,2,5,PRD,117.47688,0.70959,52.8,16.86246,65.81,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:23
DT3151,2025-06-07 05:05:26,2,5,PRD,117.47697,0.70962,51.7,7.29318,70.66,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:26
DT3151,2025-06-07 05:05:29,2,5,PRD,117.47698,0.70963,52.3,0.86303,69.87,100.0,0.0,4,0,0,plm on,6/6/2025 21:05:29
DT3151,2025-06-07 05:05:32,2,5,PRD,117.47702,0.70964,52.2,8.65995,76.19,104.0,0.0,4,0,0,plm on,6/6/2025 21:05:32
DT3151,2025-06-07 05:05:35,2,5,PRD,117.47713,0.70965,51.5,17.84402,87.76,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:35
DT3151,2025-06-07 05:05:38,2,5,PRD,117.47729,0.70963,51.0,22.44068,105.8,104.0,0.0,4,0,0,plm on,6/6/2025 21:05:38
DT3151,2025-06-07 05:05:41,2,5,PRD,117.47744,0.70956,49.5,21.52765,127.07,103.0,0.0,4,0,0,plm on,6/6/2025 21:05:41
DT3151,2025-06-07 05:05:44,2,5,PRD,117.47754,0.70944,49.7,18.75891,145.86,102.0,0.0,4,0,0,plm on,6/6/2025 21:05:44
DT3151,2025-06-07 05:05:47,2,5,PRD,117.47761,0.70932,50.6,18.49037,151.75,103.0,0.0,4,0,0,plm on,6/6/2025 21:05:47
DT3151,2025-06-07 05:05:50,2,5,PRD,117.47766,0.70919,51.7,18.26072,164.65,106.0,0.0,4,0,0,plm on,6/6/2025 21:05:50
DT3151,2025-06-07 05:05:53,2,5,PRD,117.47767,0.70905,53.3,17.79957,185.79,105.0,0.0,4,0,0,plm on,6/6/2025 21:05:53
DT3151,2025-06-07 05:05:56,2,5,PRD,117.47766,0.7089,53.6,20.7424,180.37,103.0,0.0,4,0,0,plm on,6/6/2025 21:05:56
DT3151,2025-06-07 05:05:59,2,5,PRD,117.47767,0.70873,55.0,23.0148,175.9,105.0,0.0,4,0,0,plm on,6/6/2025 21:05:59
DT3151,2025-06-07 05:06:02,2,5,PRD,117.47768,0.70855,56.4,24.13526,175.56,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:02
DT3151,2025-06-07 05:06:05,2,5,PRD,117.47769,0.70835,56.3,26.87067,178.47,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:05
DT3151,2025-06-07 05:06:08,2,5,PRD,117.4777,0.70813,55.1,28.44672,181.86,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:08
DT3151,2025-06-07 05:06:11,2,5,PRD,117.47769,0.70789,54.8,31.2025,183.08,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:11
DT3151,2025-06-07 05:06:14,2,5,PRD,117.47768,0.70764,54.0,32.58409,184.37,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:14
DT3151,2025-06-07 05:06:17,2,5,PRD,117.47766,0.70739,53.3,33.95827,182.35,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:17
DT3151,2025-06-07 05:06:20,2,5,PRD,117.47765,0.70714,53.5,31.70254,185.93,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:20
DT3151,2025-06-07 05:06:23,2,5,PRD,117.47763,0.7069,53.1,31.96182,184.87,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:23
DT3151,2025-06-07 05:06:26,2,5,PRD,117.4776,0.70666,53.0,31.40807,188.41,106.0,0.0,4,0,0,plm on,6/6/2025 21:06:26
DT3151,2025-06-07 05:06:29,2,5,PRD,117.47756,0.70643,52.2,30.84321,190.6,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:29
DT3151,2025-06-07 05:06:32,2,5,PRD,117.47752,0.7062,51.4,30.33206,189.57,103.0,0.0,4,0,0,plm on,6/6/2025 21:06:32
DT3151,2025-06-07 05:06:35,2,5,PRD,117.47748,0.70597,50.7,29.75979,188.08,106.0,0.0,4,0,0,plm on,6/6/2025 21:06:35
DT3151,2025-06-07 05:06:38,2,5,PRD,117.47745,0.70575,51.1,27.98557,189.04,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:38
DT3151,2025-06-07 05:06:41,2,5,PRD,117.47742,0.70555,51.0,26.33914,189.95,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:41
DT3151,2025-06-07 05:06:44,2,5,PRD,117.47738,0.70536,50.1,26.73362,190.25,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:44
DT3151,2025-06-07 05:06:47,2,5,PRD,117.47734,0.70515,48.5,27.51331,191.29,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:47
DT3151,2025-06-07 05:06:50,2,5,PRD,117.4773,0.70495,47.0,27.267,191.5,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:50
DT3151,2025-06-07 05:06:53,2,5,PRD,117.47727,0.70475,46.1,26.04838,190.34,105.0,0.0,4,0,0,plm on,6/6/2025 21:06:53
DT3151,2025-06-07 05:06:56,2,5,PRD,117.47724,0.70455,47.4,26.1095,190.8,104.0,0.0,4,0,0,plm on,6/6/2025 21:06:56
DT3151,2025-06-07 05:06:59,2,5,PRD,117.47721,0.70436,46.8,26.60954,186.85,103.0,0.0,4,0,0,plm on,6/6/2025 21:06:59
DT3151,2025-06-07 05:07:02,2,5,PRD,117.47718,0.70416,46.5,26.56324,186.76,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:02
DT3151,2025-06-07 05:07:05,2,5,PRD,117.47714,0.70396,45.1,27.47998,191.81,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:05
DT3151,2025-06-07 05:07:08,2,5,PRD,117.47711,0.70375,44.4,27.12439,187.87,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:08
DT3151,2025-06-07 05:07:11,2,5,PRD,117.47708,0.70355,43.4,27.88742,189.38,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:11
DT3151,2025-06-07 05:07:14,2,5,PRD,117.47703,0.70334,43.4,27.9652,193.19,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:14
DT3151,2025-06-07 05:07:17,2,5,PRD,117.47699,0.70313,42.7,28.53562,192.86,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:17
DT3151,2025-06-07 05:07:20,2,5,PRD,117.47695,0.70292,42.3,28.7986,190.4,106.0,0.0,4,0,0,plm on,6/6/2025 21:07:20
DT3151,2025-06-07 05:07:23,2,5,PRD,117.47691,0.7027,43.1,28.90231,188.78,106.0,0.0,4,0,0,plm on,6/6/2025 21:07:23
DT3151,2025-06-07 05:07:26,2,5,PRD,117.47688,0.70248,43.4,30.14315,190.57,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:26
DT3151,2025-06-07 05:07:29,2,5,PRD,117.47683,0.70225,43.0,31.03582,193.28,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:29
DT3151,2025-06-07 05:07:32,2,5,PRD,117.47677,0.70202,42.0,31.9433,193.84,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:32
DT3151,2025-06-07 05:07:35,2,5,PRD,117.47671,0.70178,40.7,32.1322,195.13,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:35
DT3151,2025-06-07 05:07:38,2,5,PRD,117.47664,0.70155,39.6,32.29147,197.76,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:38
DT3151,2025-06-07 05:07:41,2,5,PRD,117.47656,0.70132,39.1,32.2711,198.2,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:41
DT3151,2025-06-07 05:07:44,2,5,PRD,117.47649,0.70108,39.1,32.22295,199.62,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:44
DT3151,2025-06-07 05:07:47,2,5,PRD,117.47641,0.70086,39.6,30.96729,198.44,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:47
DT3151,2025-06-07 05:07:50,2,5,PRD,117.47635,0.70064,40.9,29.38013,195.28,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:50
DT3151,2025-06-07 05:07:53,2,5,PRD,117.47628,0.70042,41.5,30.45984,199.92,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:53
DT3151,2025-06-07 05:07:56,2,5,PRD,117.47621,0.7002,41.2,31.53956,197.04,104.0,0.0,4,0,0,plm on,6/6/2025 21:07:56
DT3151,2025-06-07 05:07:59,2,5,PRD,117.47614,0.69998,41.1,30.5617,197.6,105.0,0.0,4,0,0,plm on,6/6/2025 21:07:59
DT3151,2025-06-07 05:08:02,2,5,PRD,117.47607,0.69976,41.9,29.1227,198.86,102.0,0.0,4,0,0,plm on,6/6/2025 21:08:02
DT3151,2025-06-07 05:08:05,2,5,PRD,117.47601,0.69956,41.7,27.11328,196.72,108.0,0.0,4,0,0,plm on,6/6/2025 21:08:05
DT3151,2025-06-07 05:08:08,2,5,PRD,117.47595,0.69937,41.8,25.55945,197.98,101.0,0.0,4,0,0,plm on,6/6/2025 21:08:08
DT3151,2025-06-07 05:08:11,2,5,PRD,117.47589,0.6992,42.0,22.94998,198.41,104.0,0.0,4,0,0,plm on,6/6/2025 21:08:11
DT3151,2025-06-07 05:08:14,2,5,PRD,117.47584,0.69905,42.6,20.0516,199.8,106.0,0.0,4,0,0,plm on,6/6/2025 21:08:14
DT3151,2025-06-07 05:08:17,2,5,PRD,117.47579,0.69891,42.7,18.69779,200.22,105.0,0.0,4,0,0,plm on,6/6/2025 21:08:17
DT3151,2025-06-07 05:08:20,2,5,PRD,117.47574,0.69878,43.0,19.37192,197.15,105.0,0.0,4,0,0,plm on,6/6/2025 21:08:20
DT3151,2025-06-07 05:08:23,2,5,PRD,117.4757,0.69865,43.4,16.8495,198.09,108.0,0.0,4,0,0,plm on,6/6/2025 21:08:23
DT3151,2025-06-07 05:08:26,2,5,PRD,117.47566,0.69852,43.8,17.91254,197.4,103.0,0.0,4,0,0,plm on,6/6/2025 21:08:26
DT3151,2025-06-07 05:08:29,2,5,PRD,117.47563,0.6984,44.1,15.50309,192.71,105.0,0.0,4,0,0,plm on,6/6/2025 21:08:29
DT3151,2025-06-07 05:08:32,2,5,PRD,117.47561,0.69829,44.6,12.4584,178.33,105.0,0.0,4,0,0,plm on,6/6/2025 21:08:32
DT3151,2025-06-07 05:08:35,2,5,PRD,117.47564,0.69819,44.2,13.78814,143.06,104.0,0.0,4,0,0,plm on,6/6/2025 21:08:35
DT3151,2025-06-07 05:08:38,2,5,PRD,117.47573,0.69813,43.8,15.18084,123.75,103.0,0.0,4,0,0,plm on,6/6/2025 21:08:38
